7461199;6325235
33601367;28144809
38464665;32416884
40267277;34641185
51904830;47984284
64008573;63403945
50837038;50176814
49521822;47616381
60391104;57634855
63608678;61145286
53776418;51818135
40363234;38389937
41082938;40229536
29834426;28832856
20748471;20364811
16403453;16568944
11278859;12573274
5917502;7455696
2199810;3432118
530872;1047435
117716;252263
8852;27082
